Address,Prop Type,City,State,Zip Code,MLS#,List Price,Acres,Beds,Baths Full,Baths Half,Garage/Park,Built,DOM,Property Tax,HOA Fee Amount,HOA Fee Frequency,Annual Sewer Usage Fee
"50  Walnut Street","2F","New Britain","CT","06051","24059590",330000,0.1,"6","2","0","None","1880","54","6432","","",""
