Address,Prop Type,City,State,Zip Code,MLS#,List Price,Acres,Beds,Baths Full,Baths Half,Garage/Park,Built,DOM,Property Tax,HOA Fee Amount,HOA Fee Frequency,Annual Sewer Usage Fee
"69-71  Curtiss Street","3F","Hartford","CT","06106","24067985",429900,0.33,"6","3","0","3 Car Garage, Detached Garage","1925","1","6484","","",""
